City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Natal,BR,2022-02-02 00:38:23,-5.795,-35.2094,80.82,83,40,5.75
297,Isabela,PH,2022-02-02 00:39:17,6.7085,121.9711,82.45,75,100,5.55
298,Hamilton,US,2022-02-02 00:38:58,39.1834,-84.5333,53.55,53,0,5.75
299,Garelochhead,GB,2022-02-02 00:39:19,56.082,-4.8291,47.21,92,100,5.06
300,Saint George,US,2022-02-02 00:36:12,37.1041,-113.5841,50.59,21,0,1.99
301,Waverley,ZA,2022-02-02 00:39:20,-25.7023,28.2591,68.41,75,100,3.44
302,Bougouni,ML,2022-02-02 00:34:52,11.417,-7.479,71.74,13,44,5.5
303,Daugavpils,LV,2022-02-02 00:39:21,55.8833,26.5333,21.67,97,100,4.43
304,Sinnamary,GF,2022-02-02 00:39:22,5.3833,-52.95,77.29,82,91,12.64
305,Longyearbyen,SJ,2022-02-02 00:39:23,78.2186,15.6401,22.84,63,40,2.3
306,Gonbad-E Qabus,IR,2022-02-02 00:39:24,37.25,55.1672,38.35,62,0,4.23
307,Padang,ID,2022-02-02 00:39:24,-0.9492,100.3543,73.45,82,100,4.38
308,Elizabeth City,US,2022-02-02 00:39:26,36.2946,-76.2511,41.02,88,0,8.05
309,Zhigansk,RU,2022-02-02 00:39:27,66.7697,123.3711,-27.78,99,89,8.93
310,Lagoa,PT,2022-02-02 00:37:37,39.05,-27.9833,58.95,72,15,14.65
311,Vostok,RU,2022-02-02 00:39:28,46.4856,135.8833,1.9,88,100,5.21
312,Vanimo,PG,2022-02-02 00:39:29,-2.6741,141.3028,83.71,69,77,2.21
313,Batagay-Alyta,RU,2022-02-02 00:39:30,67.8006,130.4114,-8.55,99,100,1.77
314,Ewa Beach,US,2022-02-02 00:39:30,21.3156,-158.0072,82.35,51,75,6.91
315,Ilhabela,BR,2022-02-02 00:39:31,-23.7781,-45.3581,74.82,92,100,2.66
316,Marawi,PH,2022-02-02 00:39:32,7.9986,124.2928,69.66,80,100,3.04
317,Lupiro,TZ,2022-02-02 00:39:32,-8.3833,36.6667,69.28,98,86,1.45
318,Longonjo,AO,2022-02-02 00:39:33,-12.9067,15.2533,59.34,84,81,0.74
319,Dalgopol,BG,2022-02-02 00:39:34,43.05,27.35,35.98,99,100,5.59
320,Tautira,PF,2022-02-02 00:39:34,-17.7333,-149.15,89.62,77,19,18.12
321,Port-Gentil,GA,2022-02-02 00:40:35,-0.7193,8.7815,80.91,75,100,9.46
322,Broome,US,2022-02-02 00:40:36,42.2506,-75.833,32.77,61,0,3.0
323,Korla,CN,2022-02-02 00:39:13,41.7597,86.1469,21.36,50,0,2.3
324,Los Llanos De Aridane,ES,2022-02-02 00:36:08,28.6585,-17.9182,69.12,66,0,1.01
325,Mataram,ID,2022-02-02 00:40:38,-8.5833,116.1167,85.01,74,0,4.38
326,Nome,US,2022-02-02 00:40:38,64.5011,-165.4064,19.47,53,0,27.63
327,Tenabo,MX,2022-02-02 00:40:39,20.05,-90.2333,77.0,64,73,0.98
328,Qaanaaq,GL,2022-02-02 00:40:34,77.484,-69.3632,-20.85,64,100,11.99
329,Nantucket,US,2022-02-02 00:40:40,41.2835,-70.0995,37.96,74,100,10.36
330,Torbay,CA,2022-02-02 00:40:41,47.6666,-52.7314,21.58,60,20,14.97
331,Lumphat,KH,2022-02-02 00:40:42,13.4878,106.9816,77.81,60,86,9.53
332,Waingapu,ID,2022-02-02 00:40:43,-9.6567,120.2641,84.4,68,10,13.6
333,Ratnagiri,IN,2022-02-02 00:40:43,16.9833,73.3,68.7,58,4,3.71
334,Aksu,CN,2022-02-02 00:39:13,41.1231,80.2644,21.16,56,0,2.28
335,Cayenne,GF,2022-02-02 00:40:44,4.9333,-52.3333,75.09,92,100,1.01
336,Carauari,BR,2022-02-02 00:40:45,-4.8828,-66.8958,74.08,96,57,2.91
337,Nichinan,JP,2022-02-02 00:40:46,31.6,131.3667,42.48,51,100,1.92
338,Flers,FR,2022-02-02 00:40:46,48.7372,-0.5747,48.45,88,100,11.01
339,San Cristobal,VE,2022-02-02 00:40:47,7.7669,-72.225,71.78,60,100,1.43
340,Novorzhev,RU,2022-02-02 00:40:48,57.0294,29.3338,20.21,96,100,4.34
341,Fort Nelson,CA,2022-02-02 00:40:48,58.8053,-122.7002,-6.21,77,20,0.0
342,Remanso,BR,2022-02-02 00:40:49,-9.6179,-42.0831,78.48,57,0,5.68
343,Hwange,ZW,2022-02-02 00:40:50,-18.3693,26.5019,66.61,97,3,2.3
344,Doha,QA,2022-02-02 00:40:11,25.2867,51.5333,62.58,82,0,16.11
345,Antipino,RU,2022-02-02 00:40:51,57.1068,65.7576,17.89,93,100,10.45
346,Alta Floresta,BR,2022-02-02 00:40:52,-9.8756,-56.0861,70.16,96,23,1.19
347,Itoman,JP,2022-02-02 00:40:52,26.1247,127.6694,65.17,84,75,10.36
348,Petauke,ZM,2022-02-02 00:40:53,-14.2426,31.3253,63.84,97,27,4.12
349,Cuamba,MZ,2022-02-02 00:40:54,-14.8031,36.5372,67.37,97,0,1.21
350,Bull Savanna,JM,2022-02-02 00:40:54,17.8868,-77.5902,72.39,82,4,7.2
351,Mount Isa,AU,2022-02-02 00:39:39,-20.7333,139.5,87.57,55,100,10.36
352,Xining,CN,2022-02-02 00:40:46,36.6167,101.7667,10.69,73,75,2.39
353,Praia,CV,2022-02-02 00:40:56,14.9215,-23.5087,81.14,39,75,11.5
354,Sarkand,KZ,2022-02-02 00:40:56,45.41,79.9186,15.21,64,23,7.63
355,Manzhouli,CN,2022-02-02 00:39:13,49.6,117.4333,-12.17,92,18,6.31
356,Indramayu,ID,2022-02-02 00:40:58,-6.3264,108.32,80.26,82,99,7.31
357,Alugan,PH,2022-02-02 00:40:58,12.2188,125.4808,80.38,83,3,9.69
358,Zaysan,KZ,2022-02-02 00:40:59,47.4667,84.8667,-1.26,92,45,3.02
359,Xocali,AZ,2022-02-02 00:41:00,39.913,46.7903,39.72,48,18,5.28
360,Mosquera,CO,2022-02-02 00:36:05,4.7059,-74.2302,57.29,77,75,8.05
361,Pakenham,AU,2022-02-02 00:41:01,-38.0667,145.4833,67.48,61,86,8.99
362,Ahtopol,BG,2022-02-02 00:41:01,42.1,27.95,36.07,96,100,9.04
363,Bharatpur,IN,2022-02-02 00:41:02,27.2167,77.4833,50.52,70,0,3.36
364,Port Lincoln,AU,2022-02-02 00:41:03,-34.7333,135.8667,62.98,54,99,16.44
365,Buraydah,SA,2022-02-02 00:41:04,26.326,43.975,46.85,48,0,7.96
366,Lamont,US,2022-02-02 00:41:04,35.2597,-118.9143,59.2,50,32,1.95
367,Tambacounda,SN,2022-02-02 00:41:05,13.7539,-13.7586,82.45,16,0,6.91
368,Ivolginsk,RU,2022-02-02 00:42:06,51.7492,107.2837,-16.94,76,60,2.24
369,Tuburan,PH,2022-02-02 00:42:07,6.6439,122.2736,82.49,74,100,6.93
370,Filadelfia,US,2022-02-02 00:39:02,39.9523,-75.1638,32.95,80,0,5.75
371,Skjervoy,NO,2022-02-02 00:42:08,70.0311,20.9714,27.81,51,85,17.63
372,Kapit,MY,2022-02-02 00:42:08,2.0167,112.9333,77.49,88,36,1.48
373,Hualmay,PE,2022-02-02 00:42:09,-11.0964,-77.6139,71.29,79,93,9.46
374,Nanortalik,GL,2022-02-02 00:42:10,60.1432,-45.2371,8.96,67,41,15.9
375,Moose Factory,CA,2022-02-02 00:42:10,51.2585,-80.6094,32.0,74,100,14.97
376,Varadero,CU,2022-02-02 00:42:11,23.1536,-81.2514,70.56,76,48,19.71
377,Oistins,BB,2022-02-02 00:42:12,13.0667,-59.5333,78.89,73,20,13.8
378,Mandalgovi,MN,2022-02-02 00:42:12,45.7625,106.2708,-1.23,72,0,8.1
379,Kuala Terengganu,MY,2022-02-02 00:42:13,5.3302,103.1408,76.95,94,40,1.14
380,Svobodnyy,RU,2022-02-02 00:42:13,51.4,128.1333,-4.23,87,5,9.75
381,Anchorage,US,2022-02-02 00:40:19,61.2181,-149.9003,27.86,86,100,5.01
382,Kokkola,FI,2022-02-02 00:42:14,63.8385,23.1307,10.92,92,20,2.3
383,Akhmim,EG,2022-02-02 00:42:15,26.5622,31.745,51.12,49,16,2.15
384,Chabahar,IR,2022-02-02 00:42:16,25.2919,60.643,72.3,67,0,16.31
385,Abu Samrah,SY,2022-02-02 00:42:16,35.3029,37.1841,47.5,72,24,5.14
386,Ouanaminthe,HT,2022-02-02 00:42:18,19.55,-71.7333,70.86,90,63,3.96
387,Hammerfest,NO,2022-02-02 00:42:18,70.6634,23.6821,25.25,39,67,8.05
388,Namibe,AO,2022-02-02 00:42:19,-15.1961,12.1522,71.92,69,100,10.58
389,Itarema,BR,2022-02-02 00:41:17,-2.9248,-39.9167,79.3,79,93,12.95
390,Gurupi,BR,2022-02-02 00:42:20,-11.7292,-49.0686,73.62,90,31,1.63
391,Jinchang,CN,2022-02-02 00:42:21,38.4953,102.1739,19.11,38,22,4.63
392,Mogadishu,SO,2022-02-02 00:42:21,2.0371,45.3438,77.94,89,100,18.03
393,Poya,NC,2022-02-02 00:42:22,-21.35,165.15,86.13,56,21,9.75
394,Tigil,RU,2022-02-02 00:42:23,57.8,158.6667,22.14,79,100,8.05
395,Soria,ES,2022-02-02 00:42:23,41.6667,-2.6667,41.02,86,0,4.03
396,Lata,PT,2022-02-02 00:42:24,40.1629,-8.3327,54.05,77,0,3.83
397,Vizinga,RU,2022-02-02 00:42:25,61.0749,50.1031,26.44,95,100,7.43
398,New Norfolk,AU,2022-02-02 00:42:25,-42.7826,147.0587,63.72,44,58,1.99
399,Kendari,ID,2022-02-02 00:42:26,-3.945,122.4989,80.42,83,100,1.52
400,Deer Lake,CA,2022-02-02 00:42:27,49.1667,-57.4316,10.26,67,0,12.66
401,Ust-Kulom,RU,2022-02-02 00:42:27,61.6864,53.6902,25.36,95,100,7.43
402,Henties Bay,NA,2022-02-02 00:42:28,-22.116,14.2845,67.86,81,73,3.65
403,Filingue,NE,2022-02-02 00:42:29,14.3521,3.3168,63.12,12,100,11.07
404,Sayan,PE,2022-02-02 00:42:29,-11.1361,-77.1933,69.28,78,100,3.4
405,Bosobolo,CD,2022-02-02 00:42:30,4.1833,19.9,75.61,25,99,2.86
406,Trincomalee,LK,2022-02-02 00:42:31,8.5711,81.2335,76.44,66,19,4.83
407,Kodinsk,RU,2022-02-02 00:42:31,58.6881,99.1844,-14.55,100,68,2.89
408,Bilisht,AL,2022-02-02 00:42:32,40.6275,20.99,25.74,95,93,3.74
409,Almonte,ES,2022-02-02 00:42:33,37.2647,-6.5167,50.29,65,0,5.57
410,Conceicao Do Araguaia,BR,2022-02-02 00:42:33,-8.2578,-49.2647,74.23,92,99,2.24
411,Cidreira,BR,2022-02-02 00:42:34,-30.1811,-50.2056,72.45,74,0,12.39
412,Maragogi,BR,2022-02-02 00:38:51,-9.0122,-35.2225,78.8,79,19,6.29
413,Alghero,IT,2022-02-02 00:42:35,40.5589,8.3181,48.99,93,75,1.14
414,Kollam,IN,2022-02-02 00:39:19,8.8833,76.6,78.67,85,0,5.55
415,Sheridan,US,2022-02-02 00:42:36,44.8333,-106.9173,19.58,59,100,1.99
416,Mamou,GN,2022-02-02 00:42:37,10.5,-12.0,68.41,20,4,3.27
417,Liku,ID,2022-02-02 00:43:38,-0.7275,119.8922,82.69,66,99,3.83
418,Three Hills,CA,2022-02-02 00:40:24,51.7001,-113.2686,0.09,65,38,8.05
419,Aktau,KZ,2022-02-02 00:43:39,43.65,51.2,28.98,81,10,8.37
420,Brigham City,US,2022-02-02 00:43:40,41.5102,-112.0155,32.02,40,0,5.75
421,Dunedin,NZ,2022-02-02 00:41:04,-45.8742,170.5036,71.8,69,100,13.0
422,Batemans Bay,AU,2022-02-02 00:43:41,-35.7167,150.1833,71.2,89,100,4.47
423,Ulaangom,MN,2022-02-02 00:42:41,49.9811,92.0667,-23.57,88,92,2.93
424,Alikovo,RU,2022-02-02 00:43:42,55.7383,46.7549,26.47,93,97,13.94
425,Galesong,ID,2022-02-02 00:43:43,-5.3166,119.3661,78.82,76,78,5.23
426,Portland,US,2022-02-02 00:41:39,45.5234,-122.6762,46.56,78,75,1.01
427,Necochea,AR,2022-02-02 00:43:03,-38.5473,-58.7368,65.03,81,9,6.24
428,Mayo,US,2022-02-02 00:43:45,38.8876,-76.5119,36.77,80,0,3.44
429,Jumla,NP,2022-02-02 00:43:46,29.2747,82.1838,33.3,33,0,4.76
430,Hit,IQ,2022-02-02 00:43:46,33.6416,42.8251,47.68,67,0,2.51
431,Kishi,NG,2022-02-02 00:43:47,9.0833,3.85,70.27,16,1,5.37
432,Puerto Del Rosario,ES,2022-02-02 00:43:48,28.5004,-13.8627,67.75,52,100,2.3
433,Joyabaj,GT,2022-02-02 00:43:48,14.995,-90.8061,68.85,72,50,2.77
434,Havre-Saint-Pierre,CA,2022-02-02 00:43:49,50.2334,-63.5986,10.4,77,0,6.91
435,Ormara,PK,2022-02-02 00:43:51,25.2088,64.6357,71.96,73,0,12.37
436,Savannah Bight,HN,2022-02-02 00:43:51,16.45,-85.85,78.85,77,0,25.97
437,Aleksandrovsk-Sakhalinskiy,RU,2022-02-02 00:43:52,50.8975,142.1561,7.97,86,100,7.0
438,Krasnoselkup,RU,2022-02-02 00:40:39,65.7,82.4667,-16.29,100,83,3.67
439,Dukat,RU,2022-02-02 00:43:54,62.55,155.55,-6.18,95,100,4.05
440,Idil,TR,2022-02-02 00:43:54,37.3411,41.8895,35.24,74,100,2.98
441,Vila Velha,BR,2022-02-02 00:39:05,-20.3297,-40.2925,82.35,91,75,17.0
442,Saint-Georges,GD,2022-02-02 00:43:55,12.0564,-61.7485,78.48,83,20,13.8
443,Guhagar,IN,2022-02-02 00:43:56,17.4842,73.1929,66.51,59,4,3.33
444,Vavatenina,MG,2022-02-02 00:43:57,-17.4667,49.2,68.52,91,66,2.77
445,Victor Harbor,AU,2022-02-02 00:43:57,-35.5667,138.6167,67.8,58,100,1.99
446,Kahului,US,2022-02-02 00:41:04,20.8947,-156.47,82.42,65,20,20.71
447,Dingle,PH,2022-02-02 00:43:59,10.9995,122.6711,79.77,81,100,10.47
448,Fevik,NO,2022-02-02 00:44:00,58.3794,8.6766,38.97,89,47,18.54
449,Rocha,UY,2022-02-02 00:42:27,-34.4833,-54.3333,59.18,76,0,6.11
450,Thanyaburi,TH,2022-02-02 00:44:01,14.0211,100.7343,82.98,88,20,1.14
451,Kavaratti,IN,2022-02-02 00:44:01,10.5669,72.642,80.2,68,5,8.99
452,Smirnykh,RU,2022-02-02 00:44:02,49.75,142.8333,10.22,80,21,7.83
453,Rasskazovo,RU,2022-02-02 00:44:03,52.6714,41.9033,14.99,97,87,9.44
454,Fasa,IR,2022-02-02 00:44:03,28.9383,53.6482,38.44,100,0,4.61
455,Ust-Nera,RU,2022-02-02 00:44:04,64.5667,143.2,-0.89,98,100,4.59
456,Cabo San Lucas,MX,2022-02-02 00:44:05,22.8909,-109.9124,72.7,54,0,9.95
457,Acoua,YT,2022-02-02 00:44:06,-12.7239,45.0582,80.51,77,100,6.51
458,Ixtapa,MX,2022-02-02 00:44:07,20.7,-105.2,76.23,50,0,11.5
459,Shelburne,CA,2022-02-02 00:45:07,44.0787,-80.2041,36.39,70,100,18.97
460,Anage,BR,2022-02-02 00:45:08,-14.6122,-41.1356,73.22,80,56,2.55
461,Kogon,UZ,2022-02-02 00:45:09,39.7228,64.5517,40.64,87,100,4.61
462,Seoul,KR,2022-02-02 00:45:09,37.5683,126.9778,27.91,75,20,2.3
463,Marzuq,YE,2022-02-02 00:45:10,14.4,46.4667,61.3,68,67,0.54
464,Drovyanaya,RU,2022-02-02 00:45:11,51.5833,113.0333,-27.89,99,98,1.72
465,Odweyne,SO,2022-02-02 00:45:12,9.4092,45.064,64.74,64,100,12.97
466,Viedma,AR,2022-02-02 00:45:13,-40.8135,-62.9967,68.09,54,100,15.39
467,Itabirito,BR,2022-02-02 00:45:13,-20.2533,-43.8014,67.17,98,100,1.41
468,Lasa,IT,2022-02-02 00:45:14,46.6166,10.7002,40.46,94,100,8.9
469,Ondjiva,AO,2022-02-02 00:45:14,-17.0667,15.7333,72.16,35,100,4.88
470,Gravdal,NO,2022-02-02 00:45:15,68.1214,13.5031,26.4,61,100,11.77
471,Juneau,US,2022-02-02 00:45:01,58.3019,-134.4197,25.21,83,100,6.29
472,Fare,PF,2022-02-02 00:45:16,-16.7,-151.0167,80.89,75,1,18.59
473,Haines Junction,CA,2022-02-02 00:45:17,60.7522,-137.5108,-18.45,69,100,1.14
474,Yanam,IN,2022-02-02 00:45:18,16.7333,82.2167,62.8,96,70,2.89
475,Swan River,CA,2022-02-02 00:45:18,52.1058,-101.2676,-9.51,64,65,10.36
476,Kazachka,RU,2022-02-02 00:45:19,53.3644,38.0694,17.55,94,100,11.56
477,Sao Raimundo Nonato,BR,2022-02-02 00:44:18,-9.0153,-42.6994,75.92,55,60,2.53
478,Kirakira,SB,2022-02-02 00:45:20,-10.4544,161.9205,83.53,79,72,7.87
479,Saint-Michel-Des-Saints,CA,2022-02-02 00:42:18,46.6834,-73.9159,16.93,90,100,12.8
480,Mendoza,AR,2022-02-02 00:40:34,-32.8908,-68.8272,85.53,39,40,0.0
481,Brigantine,US,2022-02-02 00:45:22,39.4101,-74.3646,37.0,85,0,3.44
482,Kiunga,PG,2022-02-02 00:45:23,-6.1219,141.2906,75.25,92,100,1.1
483,Varzea Grande,BR,2022-02-02 00:45:23,-15.6467,-56.1325,75.07,83,20,6.91
484,Manacor,ES,2022-02-02 00:45:24,39.5696,3.2096,54.39,79,0,8.23
485,Qasigiannguit,GL,2022-02-02 00:45:25,68.8193,-51.1922,3.45,95,100,5.3
486,Luohe,CN,2022-02-02 00:45:26,33.5717,114.0353,35.78,37,100,2.15
487,Yerbogachen,RU,2022-02-02 00:45:26,61.2767,108.0108,-32.03,100,47,1.9
488,Avera,US,2022-02-02 00:45:27,33.194,-82.5271,56.71,61,20,10.69
489,Barra Do Garcas,BR,2022-02-02 00:45:28,-15.89,-52.2567,72.0,95,89,3.38
490,Fukue,JP,2022-02-02 00:45:29,32.6881,128.8419,43.16,70,75,5.75
491,Beyneu,KZ,2022-02-02 00:45:29,45.3167,55.2,33.12,83,6,8.3
492,Coahuayana,MX,2022-02-02 00:45:24,18.7333,-103.6833,71.92,63,0,2.06
493,Margate,GB,2022-02-02 00:45:30,51.3813,1.3862,50.95,79,100,5.01
494,Amapa,BR,2022-02-02 00:45:31,1.0,-52.0,72.16,99,100,3.91
495,Dedougou,BF,2022-02-02 00:45:32,12.4667,-3.4667,68.02,10,100,8.16
496,Caraballeda,VE,2022-02-02 00:45:33,10.6112,-66.8522,78.87,69,75,5.75
497,Puerto Ayacucho,VE,2022-02-02 00:45:34,5.6639,-67.6236,85.96,41,92,6.44
498,Flinders,AU,2022-02-02 00:42:36,-34.5833,150.8552,69.8,84,100,13.2
499,Prince Rupert,CA,2022-02-02 00:45:08,54.3161,-130.3201,37.09,87,20,3.44
500,Dafeng,CN,2022-02-02 00:45:35,23.4517,108.5881,45.18,87,100,6.53
501,Pangkalanbuun,ID,2022-02-02 00:40:37,-2.6833,111.6167,77.74,89,93,1.54
502,Dolni Dobrouc,CZ,2022-02-02 00:45:36,49.9927,16.4977,37.49,99,100,19.39
503,Fortuna,US,2022-02-02 00:45:37,40.5982,-124.1573,51.42,72,0,8.01
504,Sovetskiy,RU,2022-02-02 00:45:38,61.3614,63.5842,16.2,96,100,8.41
505,Port Blair,IN,2022-02-02 00:41:31,11.6667,92.75,69.84,94,40,2.3
506,Marion,US,2022-02-02 00:42:25,39.7684,-86.1555,55.74,47,75,11.5
507,Voskresenskoye,RU,2022-02-02 00:46:39,56.8381,45.4317,25.63,93,98,8.7
508,Maguling,PH,2022-02-02 00:46:40,6.095,124.4033,82.2,67,98,0.65
509,Laibin,CN,2022-02-02 00:44:27,23.7,109.2667,44.31,86,100,9.64
510,Hirara,JP,2022-02-02 00:46:41,24.8,125.2833,66.47,82,75,6.91
511,Huarmey,PE,2022-02-02 00:43:00,-10.0681,-78.1522,71.96,78,100,9.19
512,La Asuncion,VE,2022-02-02 00:44:59,11.0333,-63.8628,67.73,100,0,18.41
513,Vilyuysk,RU,2022-02-02 00:46:43,63.7553,121.6247,-25.67,98,95,5.59
514,Dudinka,RU,2022-02-02 00:46:44,69.4058,86.1778,2.62,93,99,13.53
515,Burns Lake,CA,2022-02-02 00:46:45,54.2331,-125.7533,13.42,97,99,4.36
516,Inirida,CO,2022-02-02 00:46:46,3.8653,-67.9239,79.48,53,17,1.45
517,Montepuez,MZ,2022-02-02 00:46:46,-13.1256,38.9997,67.96,98,15,2.39
518,Parrita,CR,2022-02-02 00:46:47,9.5201,-84.3225,81.21,82,53,3.15
519,Lundazi,ZM,2022-02-02 00:46:48,-12.2929,33.1782,62.56,94,50,4.97
520,Isangel,VU,2022-02-02 00:46:48,-19.55,169.2667,87.91,79,75,3.44
521,Seredeyskiy,RU,2022-02-02 00:46:49,54.0507,35.2318,15.96,96,100,7.87
522,Praya,CV,2022-02-02 00:46:50,14.9215,-23.5087,81.14,39,75,11.5
523,Lorengau,PG,2022-02-02 00:46:50,-2.0226,147.2712,79.99,81,100,5.19
524,Saint Anthony,US,2022-02-02 00:46:51,45.0205,-93.218,10.0,67,0,5.99
525,Yurginskoye,RU,2022-02-02 00:46:52,56.8189,67.3921,13.98,94,100,9.95
526,Muscat,OM,2022-02-02 00:46:52,23.6139,58.5922,68.02,63,4,9.17
527,Isla Mujeres,MX,2022-02-02 00:46:53,21.2311,-86.731,75.25,69,1,11.39
528,Drinovci,BA,2022-02-02 00:46:54,43.355,17.3539,30.83,78,4,7.61
529,Havelock,US,2022-02-02 00:46:54,34.8791,-76.9013,44.58,76,0,1.01
530,Poum,NC,2022-02-02 00:44:11,-20.2333,164.0167,80.85,74,45,11.41
531,Nabire,ID,2022-02-02 00:46:55,-3.3667,135.4833,84.31,69,100,2.95
532,La Rioja,ES,2022-02-02 00:46:56,42.25,-2.5,31.78,87,5,6.22
533,Canatlan,MX,2022-02-02 00:46:57,24.5167,-104.7833,58.24,18,0,12.88
534,Semey,KZ,2022-02-02 00:46:58,50.4111,80.2275,-5.71,88,20,7.07
535,Shimoda,JP,2022-02-02 00:46:58,34.6667,138.95,50.11,45,0,8.55
536,Grand Forks,US,2022-02-02 00:45:09,47.9417,-97.4337,1.33,83,39,15.52
537,Sabang,ID,2022-02-02 00:46:59,5.8933,95.3214,80.58,74,10,5.28
538,Chara,RU,2022-02-02 00:42:45,56.9064,118.2631,-21.15,87,48,0.89
539,Pankovka,RU,2022-02-02 00:44:01,58.5,31.1999,17.24,96,100,5.08
540,Devils Lake,US,2022-02-02 00:47:01,48.1128,-98.8651,-2.22,75,0,14.0
541,Beringovskiy,RU,2022-02-02 00:47:02,63.05,179.3167,1.63,85,86,16.08
542,Paoua,CF,2022-02-02 00:47:02,7.2427,16.4406,65.37,20,83,4.54
543,Wanlaweyn,SO,2022-02-02 00:47:03,2.6185,44.8938,76.64,82,100,12.86
544,Derzhavinsk,KZ,2022-02-02 00:47:04,51.1,66.3167,11.46,85,100,5.88
545,Burgos,ES,2022-02-02 00:47:04,42.3394,-3.7079,34.21,86,0,9.22
546,Nouadhibou,MR,2022-02-02 00:47:05,20.931,-17.0347,67.98,68,87,10.36
547,Pitsunda,GE,2022-02-02 00:47:06,43.1592,40.3378,44.78,71,100,10.27
548,Damaturu,NG,2022-02-02 00:47:07,11.747,11.9608,58.26,28,0,7.25
549,Methoni,GR,2022-02-02 00:47:07,36.8197,21.7049,55.26,73,100,15.19
550,Riyadh,SA,2022-02-02 00:43:39,24.6877,46.7219,50.14,39,0,9.26
551,Youghal,IE,2022-02-02 00:47:08,51.95,-7.8506,49.68,100,30,11.99
552,Praia Da Vitoria,PT,2022-02-02 00:47:09,38.7333,-27.0667,59.25,82,20,11.54
553,Sept-Iles,CA,2022-02-02 00:47:10,50.2001,-66.3821,1.06,65,75,4.0
554,Chifeng,CN,2022-02-02 00:48:11,42.2683,118.9636,11.28,48,0,6.69
555,Angoche,MZ,2022-02-02 00:48:12,-16.2325,39.9086,73.71,94,64,6.26
556,Mercedes,AR,2022-02-02 00:48:12,-34.6515,-59.4307,78.19,50,0,8.55
557,Rio Tercero,AR,2022-02-02 00:48:13,-32.173,-64.1141,79.45,56,83,3.91
558,Burhanpur,IN,2022-02-02 00:48:14,21.3,76.2333,63.9,49,6,2.55
559,Pangnirtung,CA,2022-02-02 00:48:15,66.1451,-65.7125,-23.87,84,71,6.62
560,Obo,CF,2022-02-02 00:48:16,5.3998,26.4869,68.77,27,86,4.85
561,Atasu,KZ,2022-02-02 00:48:16,48.6814,71.6433,9.73,84,100,8.55
562,Kastamonu,TR,2022-02-02 00:48:17,41.5,33.6667,25.84,96,100,1.61
563,Valdemarpils,LV,2022-02-02 00:48:17,57.3707,22.5919,22.42,94,88,3.15
564,Igboho,NG,2022-02-02 00:48:19,8.8333,3.75,71.26,15,0,6.98
565,Phangnga,TH,2022-02-02 00:48:20,8.4509,98.5298,80.82,80,21,3.0
566,Conde,BR,2022-02-02 00:48:20,-7.2597,-34.9075,78.26,89,0,5.75
567,Boysun,UZ,2022-02-02 00:48:21,38.2061,67.1986,38.07,47,100,7.23
568,Cairns,AU,2022-02-02 00:48:02,-16.9167,145.7667,93.11,70,75,3.44
569,Bani Walid,LY,2022-02-02 00:48:22,31.7566,13.9942,47.62,59,0,18.23
570,Axim,GH,2022-02-02 00:48:23,4.8699,-2.2405,78.33,85,96,2.95
571,Nola,IT,2022-02-02 00:48:24,40.922,14.5329,50.56,54,0,5.01
572,Mweka,CD,2022-02-02 00:48:24,-4.85,21.5667,68.86,91,100,1.95
573,Bathsheba,BB,2022-02-02 00:48:25,13.2167,-59.5167,79.41,73,20,13.8
574,Tagusao,PH,2022-02-02 00:48:26,9.1924,117.8141,81.1,74,78,6.67
575,Halifax,CA,2022-02-02 00:44:04,44.6453,-63.5724,17.22,64,0,6.91
576,Karpathos,GR,2022-02-02 00:48:27,35.507,27.2132,60.76,77,100,25.32
577,Ankola,IN,2022-02-02 00:48:28,14.6667,74.3,69.17,71,6,4.09
578,Ende,ID,2022-02-02 00:48:29,-8.8432,121.6623,83.52,69,0,1.36
579,Beidao,CN,2022-02-02 00:48:29,34.5686,105.8933,22.6,92,100,0.94
580,Charters Towers,AU,2022-02-02 00:48:30,-20.1,146.2667,89.55,53,100,6.73
581,Ciudad Guayana,VE,2022-02-02 00:48:31,8.3533,-62.6528,76.51,88,38,9.28
582,Hare Bay,CA,2022-02-02 00:48:31,48.8499,-54.0148,11.8,69,54,10.76
583,Fairbanks,US,2022-02-02 00:44:37,64.8378,-147.7164,0.61,74,0,0.0
584,Kulhudhuffushi,MV,2022-02-02 00:48:32,6.6221,73.07,81.37,74,0,12.12
585,Farah,AF,2022-02-02 00:48:33,32.5,62.5,43.25,74,11,4.97
586,Corning,US,2022-02-02 00:48:34,42.1428,-77.0547,32.52,66,0,6.91
587,Svetlogorsk,BY,2022-02-02 00:48:35,52.6333,29.7333,19.13,95,85,7.7
588,Carmen,MX,2022-02-02 00:47:51,18.6333,-91.8333,76.5,78,0,5.97
589,Nelson Bay,AU,2022-02-02 00:48:36,-32.7167,152.15,75.09,90,100,1.99
