City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
91,Sur,OM,2022-02-02 00:32:01,22.5667,59.5289,71.38,61,6,3.78
92,Qaqortoq,GL,2022-02-02 00:32:02,60.7167,-46.0333,16.3,89,8,3.38
93,Banda Aceh,ID,2022-02-02 00:33:02,5.5577,95.3222,78.64,75,8,3.31
94,Chuy,UY,2022-02-02 00:28:37,-33.6971,-53.4616,63.66,70,0,7.23
95,Kiama,AU,2022-02-02 00:33:04,-34.6833,150.8667,70.0,86,100,3.0
96,Grand Gaube,MU,2022-02-02 00:33:04,-20.0064,57.6608,81.37,80,100,15.99
97,Nikolskoye,RU,2022-02-02 00:33:05,59.7035,30.7861,24.69,98,99,2.08
98,Iguape,BR,2022-02-02 00:33:06,-24.7081,-47.5553,75.2,93,100,4.0
99,Pisco,PE,2022-02-02 00:33:07,-13.7,-76.2167,70.02,73,0,18.41
100,Gao,ML,2022-02-02 00:33:07,16.6362,1.637,64.26,12,100,7.99
101,Sompeta,IN,2022-02-02 00:33:08,18.9333,84.6,67.62,70,5,3.29
102,Arraial Do Cabo,BR,2022-02-02 00:33:09,-22.9661,-42.0278,75.16,100,75,2.3
103,Narsaq,GL,2022-02-02 00:33:10,60.9167,-46.05,16.02,84,14,3.74
104,Lebu,CL,2022-02-02 00:33:10,-37.6167,-73.65,58.98,94,5,10.25
105,Ponta Delgada,PT,2022-02-02 00:33:11,37.7333,-25.6667,57.92,77,20,9.22
106,Guaraniacu,BR,2022-02-02 00:33:12,-25.1008,-52.8781,69.17,56,30,1.79
107,Nykoping,SE,2022-02-02 00:33:12,58.753,17.0079,26.46,82,75,8.05
108,Alice Springs,AU,2022-02-02 00:30:17,-23.7,133.8833,71.15,100,100,14.97
109,Khani,GE,2022-02-02 00:33:13,41.9563,42.9566,35.17,75,24,9.6
110,Rincon,US,2022-02-02 00:28:30,32.296,-81.2354,55.13,74,20,10.36
111,Puerto Escondido,MX,2022-02-02 00:33:15,15.85,-97.0667,81.43,69,20,11.5
112,Koslan,RU,2022-02-02 00:33:15,63.4564,48.8989,16.68,95,100,6.76
113,Talcahuano,CL,2022-02-02 00:30:20,-36.7167,-73.1167,59.02,91,0,5.32
114,Faanui,PF,2022-02-02 00:33:17,-16.4833,-151.75,80.94,76,11,19.86
115,Mangrol,IN,2022-02-02 00:33:17,21.1167,70.1167,67.68,64,2,7.0
116,Khatanga,RU,2022-02-02 00:33:18,71.9667,102.5,-37.68,99,20,2.37
117,Yar-Sale,RU,2022-02-02 00:33:19,66.8333,70.8333,-16.02,99,39,7.45
118,Guatire,VE,2022-02-02 00:33:19,10.4762,-66.5427,75.7,97,44,2.35
119,Port Alfred,ZA,2022-02-02 00:33:20,-33.5906,26.891,77.63,76,100,5.93
120,Georgetown,MY,2022-02-02 00:28:34,5.4112,100.3354,80.53,86,20,1.14
121,Berlevag,NO,2022-02-02 00:33:22,70.8578,29.0864,21.69,73,83,10.27
122,Esperance,AU,2022-02-02 00:33:22,-33.8667,121.9,67.84,51,30,17.0
123,Victoria,HK,2022-02-02 00:32:12,22.2855,114.1577,60.24,94,100,5.01
124,Kaka,TM,2022-02-02 00:33:24,37.3482,59.6143,46.63,45,97,10.09
125,College,US,2022-02-02 00:33:24,64.8569,-147.8028,1.06,74,20,0.0
126,Chokurdakh,RU,2022-02-02 00:33:25,70.6333,147.9167,-14.26,96,100,5.17
127,Novo Aripuana,BR,2022-02-02 00:33:26,-5.1206,-60.3797,74.3,98,100,2.44
128,Saldanha,ZA,2022-02-02 00:33:26,-33.0117,17.9442,66.25,97,55,13.06
129,Geraldton,AU,2022-02-02 00:31:19,-28.7667,114.6,90.01,22,0,29.93
130,Kununurra,AU,2022-02-02 00:33:27,-15.7667,128.7333,85.98,70,40,13.8
131,Severo-Kurilsk,RU,2022-02-02 00:31:03,50.6789,156.125,30.69,76,99,11.14
132,Baswa,IN,2022-02-02 00:33:28,27.15,76.5833,53.47,50,0,2.1
133,Nedjo,ET,2022-02-02 00:33:29,9.5046,35.5019,57.9,36,40,3.44
134,Netarhat,IN,2022-02-02 00:33:30,23.4833,84.2667,47.52,51,0,3.51
135,Saint Stephen,GB,2022-02-02 00:30:09,50.3333,-4.9,49.15,93,100,17.27
136,Caluquembe,AO,2022-02-02 00:33:31,-13.7833,14.6833,57.61,70,100,3.42
137,Shebunino,RU,2022-02-02 00:33:32,46.4339,141.8603,24.15,79,100,16.37
138,Vaini,TO,2022-02-02 00:33:32,-21.2,-175.2,87.96,70,20,10.36
139,Tuatapere,NZ,2022-02-02 00:29:54,-46.1333,167.6833,67.05,95,94,5.48
140,Roald,NO,2022-02-02 00:34:33,62.5833,6.1333,37.99,87,100,9.22
141,Avarua,CK,2022-02-02 00:34:34,-21.2078,-159.775,84.25,79,75,12.66
142,Port Moresby,PG,2022-02-02 00:34:35,-9.4431,147.1797,78.22,83,75,11.5
143,Puerto Ayora,EC,2022-02-02 00:33:00,-0.7393,-90.3518,75.54,95,100,1.99
144,Chapleau,CA,2022-02-02 00:34:36,47.8405,-83.4034,33.89,80,100,14.97
145,Bredasdorp,ZA,2022-02-02 00:33:06,-34.5322,20.0403,73.4,78,6,1.61
146,Saskylakh,RU,2022-02-02 00:30:31,71.9167,114.0833,-28.21,100,35,1.74
147,Waikuku,NZ,2022-02-02 00:34:37,-43.3,172.6833,78.42,61,100,8.01
148,Airai,TL,2022-02-02 00:34:38,-8.9266,125.4092,69.6,63,100,4.09
149,Kedougou,SN,2022-02-02 00:34:39,12.5579,-12.1743,79.38,24,0,2.3
150,Abalak,RU,2022-02-02 00:34:39,58.1286,68.5944,11.28,93,100,6.71
151,Wanning,CN,2022-02-02 00:33:52,18.8003,110.3967,68.81,91,93,6.35
152,Rabat,MA,2022-02-02 00:34:41,33.9911,-6.8401,53.01,93,0,3.44
153,Constitucion,CL,2022-02-02 00:30:56,-35.3333,-72.4167,57.87,92,11,4.41
154,Ishigaki,JP,2022-02-02 00:34:42,24.3448,124.1572,68.13,88,75,6.91
155,Petropavlovka,RU,2022-02-02 00:34:43,50.6114,105.3196,-12.12,95,35,4.12
156,Siderno,IT,2022-02-02 00:34:43,38.2779,16.302,52.39,71,0,12.3
157,Chicama,PE,2022-02-02 00:34:44,-7.8447,-79.1469,66.74,67,18,6.67
158,Jalu,LY,2022-02-02 00:34:45,29.0331,21.5482,54.21,37,3,11.32
159,Souillac,MU,2022-02-02 00:34:38,-20.5167,57.5167,80.37,94,75,21.85
160,Cape Town,ZA,2022-02-02 00:31:25,-33.9258,18.4232,69.1,82,20,1.01
161,Coquimbo,CL,2022-02-02 00:31:18,-29.9533,-71.3436,63.93,84,52,5.03
162,Toamasina,MG,2022-02-02 00:34:47,-18.1667,49.3833,75.2,94,40,6.91
163,Gat,IL,2022-02-02 00:34:02,31.61,34.7642,48.07,100,0,3.62
164,Nchelenge,ZM,2022-02-02 00:34:48,-9.3451,28.734,69.24,90,99,6.62
165,Qui Nhon,VN,2022-02-02 00:34:49,13.7667,109.2333,74.39,84,97,9.89
166,Ovre Ardal,NO,2022-02-02 00:34:49,61.3167,7.8,13.87,98,91,1.72
167,Carnarvon,AU,2022-02-02 00:34:50,-24.8667,113.6333,78.87,83,97,12.66
168,Buique,BR,2022-02-02 00:34:51,-8.6231,-37.1558,69.48,66,1,5.95
169,Gohana,IN,2022-02-02 00:34:51,29.1333,76.7,48.13,79,0,5.91
170,Uppsala,SE,2022-02-02 00:34:53,60.0,17.75,21.78,86,100,4.61
171,Ucluelet,CA,2022-02-02 00:30:08,48.9329,-125.5528,44.1,83,38,3.0
172,Itaituba,BR,2022-02-02 00:34:54,-4.2761,-55.9836,75.99,82,78,1.54
173,Ancud,CL,2022-02-02 00:31:43,-41.8697,-73.8203,62.13,94,100,5.37
174,Port Hardy,CA,2022-02-02 00:34:55,50.6996,-127.4199,41.76,87,75,2.3
175,Bongor,TD,2022-02-02 00:34:56,10.2806,15.3722,65.05,20,93,6.42
176,Port Elizabeth,ZA,2022-02-02 00:32:44,-33.918,25.5701,76.1,83,0,2.3
177,Murwillumbah,AU,2022-02-02 00:34:57,-28.3167,153.4,86.02,74,40,16.11
178,Coihaique,CL,2022-02-02 00:34:57,-45.5752,-72.0662,62.55,42,75,9.22
179,Saint-Philippe,RE,2022-02-02 00:34:58,-21.3585,55.7679,80.15,92,100,23.71
180,Beba,CU,2022-02-02 00:34:59,22.4437,-79.7253,70.07,82,12,10.94
181,Arlit,NE,2022-02-02 00:34:59,18.7369,7.3853,60.01,15,100,8.05
182,Tilichiki,RU,2022-02-02 00:35:00,60.4667,166.1,15.12,92,100,8.46
183,Iroquois Falls,CA,2022-02-02 00:35:01,48.7669,-80.6831,33.94,91,100,15.17
184,Aswan,EG,2022-02-02 00:35:01,24.0934,32.907,54.19,61,0,4.94
185,Provideniya,RU,2022-02-02 00:35:02,64.3833,-173.3,15.91,57,0,22.37
186,Rio Grande,BR,2022-02-02 00:35:03,-32.035,-52.0986,68.85,65,0,10.49
187,Acapulco,MX,2022-02-02 00:35:03,16.8634,-99.8901,82.22,61,20,9.22
188,Okakarara,NA,2022-02-02 00:36:04,-20.5833,17.4333,65.71,82,100,7.58
189,Puqi,CN,2022-02-02 00:36:05,29.7167,113.8833,36.68,99,100,3.74
190,Celestun,MX,2022-02-02 00:35:18,20.8667,-90.4,74.03,81,12,10.92
191,Upernavik,GL,2022-02-02 00:36:06,72.7868,-56.1549,-13.45,76,100,5.88
192,Kabalo,CD,2022-02-02 00:36:07,-6.05,26.9167,68.68,97,100,2.62
193,Touros,BR,2022-02-02 00:36:08,-5.1989,-35.4608,79.7,77,42,9.46
194,Alofi,NU,2022-02-02 00:36:08,-19.0595,-169.9187,82.29,74,75,5.75
195,Portel,BR,2022-02-02 00:36:09,-1.9356,-50.8211,74.68,92,38,3.69
196,Tazovskiy,RU,2022-02-02 00:32:15,67.4667,78.7,-9.94,100,90,4.65
197,Marsa Matruh,EG,2022-02-02 00:36:10,31.3525,27.2453,54.28,57,98,15.48
198,Karratha,AU,2022-02-02 00:34:35,-20.7377,116.8463,86.11,69,100,11.36
199,Sioux Lookout,CA,2022-02-02 00:36:11,50.1001,-91.917,3.27,78,100,14.97
200,Ilulissat,GL,2022-02-02 00:35:00,69.2167,-51.1,3.22,51,100,4.61
201,Havoysund,NO,2022-02-02 00:36:12,70.9963,24.6622,25.68,65,75,12.3
202,Price,US,2022-02-02 00:36:13,39.5994,-110.8107,29.46,34,0,12.66
203,Ponnani,IN,2022-02-02 00:36:14,10.767,75.9252,76.32,92,16,4.88
204,Salalah,OM,2022-02-02 00:36:15,17.0151,54.0924,66.29,34,0,3.44
205,Namatanai,PG,2022-02-02 00:36:16,-3.6667,152.4333,82.2,73,96,5.17
206,Ahipara,NZ,2022-02-02 00:36:16,-35.1667,173.1667,76.17,64,100,15.3
207,Arkadelphia,US,2022-02-02 00:36:17,34.1209,-93.0538,60.66,100,100,8.05
208,Madison,US,2022-02-02 00:32:49,34.7334,-86.5667,58.08,42,0,1.01
209,North Bend,US,2022-02-02 00:36:19,43.4065,-124.2243,46.85,90,75,11.5
210,Ulladulla,AU,2022-02-02 00:33:09,-35.35,150.4667,65.88,83,100,9.95
211,Taltal,CL,2022-02-02 00:36:20,-25.4,-70.4833,66.34,78,0,3.24
212,High Level,CA,2022-02-02 00:36:21,58.5169,-117.136,-9.29,70,20,4.61
213,Worthington,US,2022-02-02 00:32:45,40.0931,-83.018,47.52,55,0,5.75
214,Sitka,US,2022-02-02 00:35:06,57.0531,-135.33,33.69,60,100,18.41
215,Muskegon,US,2022-02-02 00:36:22,43.3,-86.1334,41.23,89,100,8.05
216,Tateyama,JP,2022-02-02 00:36:23,34.9833,139.8667,50.09,43,0,15.08
217,Ribeira Grande,PT,2022-02-02 00:32:59,38.5167,-28.7,59.63,74,68,13.24
218,Znamenskoye,RU,2022-02-02 00:36:24,57.1281,73.8282,0.79,100,97,4.12
219,Spornoye,RU,2022-02-02 00:36:25,50.8448,37.2913,9.32,100,100,5.64
220,Mahajanga,MG,2022-02-02 00:36:26,-15.7167,46.3167,77.02,94,40,4.61
221,Lynn Haven,US,2022-02-02 00:36:26,30.2455,-85.6483,59.99,55,100,4.0
222,Laguna,US,2022-02-02 00:32:26,38.421,-121.4238,61.43,28,0,11.99
223,Ostrovnoy,RU,2022-02-02 00:36:16,68.0531,39.5131,19.27,91,100,9.15
224,Broken Hill,AU,2022-02-02 00:36:28,-31.95,141.4333,62.31,55,98,21.85
225,Miri,MY,2022-02-02 00:36:29,4.4148,114.0089,77.14,100,20,0.0
226,Wollongong,AU,2022-02-02 00:36:29,-34.4333,150.8833,69.67,87,100,14.63
227,Talnakh,RU,2022-02-02 00:34:47,69.4865,88.3972,2.21,95,100,8.01
228,Carutapera,BR,2022-02-02 00:36:30,-1.195,-46.02,77.14,90,38,7.56
229,Southbridge,US,2022-02-02 00:36:31,42.0751,-72.0334,30.63,81,97,2.82
230,Naze,JP,2022-02-02 00:32:45,28.3667,129.4833,56.32,71,100,12.35
231,Uromi,NG,2022-02-02 00:36:32,6.7,6.3333,66.9,71,0,2.64
232,Aklavik,CA,2022-02-02 00:36:33,68.2191,-135.0107,-11.2,77,40,3.44
233,Mitsamiouli,KM,2022-02-02 00:36:33,-11.3847,43.2844,81.59,76,100,5.26
234,Lingao,CN,2022-02-02 00:37:34,19.9103,109.6859,65.71,93,100,15.55
235,Okha,RU,2022-02-02 00:37:35,53.5739,142.9478,1.47,89,92,21.27
236,Bambous Virieux,MU,2022-02-02 00:37:35,-20.3428,57.7575,80.22,94,75,21.85
237,Cedral,MX,2022-02-02 00:37:36,23.8,-100.7333,61.57,11,0,1.48
238,East London,ZA,2022-02-02 00:37:37,-33.0153,27.9116,76.57,74,100,5.35
239,Verkhoyansk,RU,2022-02-02 00:37:37,67.5447,133.385,-15.23,97,100,0.85
240,Mumford,GH,2022-02-02 00:37:38,5.2618,-0.759,78.31,84,99,2.77
241,Camacha,PT,2022-02-02 00:37:39,33.0833,-16.3333,62.53,77,20,17.27
242,Kavieng,PG,2022-02-02 00:37:39,-2.5744,150.7967,81.37,75,100,5.68
243,Lamu,KE,2022-02-02 00:37:40,-2.2717,40.902,76.6,89,100,7.65
244,Quatre Cocos,MU,2022-02-02 00:37:41,-20.2078,57.7625,80.1,91,100,30.53
245,The Valley,AI,2022-02-02 00:37:41,18.217,-63.0578,78.82,75,10,10.6
246,Inhambane,MZ,2022-02-02 00:37:42,-23.865,35.3833,75.04,82,28,3.91
247,Kruisfontein,ZA,2022-02-02 00:37:43,-34.0033,24.7314,73.89,65,100,3.74
248,Kaeo,NZ,2022-02-02 00:37:44,-35.1,173.7833,77.32,75,100,12.17
249,Kieta,PG,2022-02-02 00:37:45,-6.2167,155.6333,84.78,72,70,10.31
250,Pavlovsk,RU,2022-02-02 00:37:46,50.4578,40.1081,19.44,99,100,3.36
251,Kloulklubed,PW,2022-02-02 00:37:46,7.0419,134.2556,82.9,75,100,20.71
252,Killarney,IE,2022-02-02 00:37:47,52.05,-9.5167,45.7,92,65,5.82
253,Vermilion,US,2022-02-02 00:37:48,40.1667,-87.7506,48.96,93,100,9.22
254,Kyra,RU,2022-02-02 00:37:48,49.5776,111.9753,-7.51,89,98,3.94
255,Kichera,RU,2022-02-02 00:37:49,55.9375,110.0997,-12.19,88,45,4.14
256,Mbanza-Ngungu,CD,2022-02-02 00:37:50,-5.25,14.8667,66.76,98,88,3.47
257,Chapais,CA,2022-02-02 00:37:50,49.7834,-74.8492,19.18,84,100,18.92
258,Hasaki,JP,2022-02-02 00:37:51,35.7333,140.8333,45.28,39,0,15.79
259,Sitio Novo Do Tocantins,BR,2022-02-02 00:37:52,-5.5183,-47.4611,72.7,96,99,1.81
260,Thessalon,CA,2022-02-02 00:37:53,46.2501,-83.5666,39.69,91,100,14.2
261,Nizwa,OM,2022-02-02 00:37:54,22.9333,57.5333,65.34,32,38,2.51
262,Simpang,ID,2022-02-02 00:37:54,-1.2667,104.0833,76.21,92,67,2.86
263,Kolo,PL,2022-02-02 00:37:55,52.2002,18.6387,35.89,97,100,19.98
264,Ketchikan,US,2022-02-02 00:37:56,55.3422,-131.6461,34.27,69,40,0.0
265,Linqiong,CN,2022-02-02 00:37:56,30.4159,103.4609,39.02,95,100,2.93
266,Mahebourg,MU,2022-02-02 00:37:57,-20.4081,57.7,80.26,94,75,21.85
267,Turukhansk,RU,2022-02-02 00:33:32,65.8167,87.9833,8.35,95,99,9.04
268,Lompoc,US,2022-02-02 00:37:28,34.6391,-120.4579,64.54,56,0,16.11
269,Gornopravdinsk,RU,2022-02-02 00:37:59,60.05,69.9,3.87,99,99,4.94
270,Pevek,RU,2022-02-02 00:33:50,69.7008,170.3133,-6.88,79,100,3.36
271,Saint-Joseph,RE,2022-02-02 00:38:00,-21.3667,55.6167,79.16,92,100,23.78
272,Okhotsk,RU,2022-02-02 00:38:01,59.3833,143.3,-0.81,77,15,17.2
273,Nenjiang,CN,2022-02-02 00:38:01,49.1833,125.2167,-2.76,91,100,3.15
274,Hanzhong,CN,2022-02-02 00:38:02,33.0728,107.0303,35.42,88,100,2.77
275,Road Town,VG,2022-02-02 00:36:03,18.4167,-64.6167,77.09,83,40,9.22
276,Zharkent,KZ,2022-02-02 00:38:03,44.1628,80.0,22.3,57,6,2.77
277,Naberera,TZ,2022-02-02 00:38:04,-4.2,36.9333,62.1,84,54,2.04
278,Jacareacanga,BR,2022-02-02 00:38:05,-6.2222,-57.7528,73.92,98,100,0.67
279,Mpraeso,GH,2022-02-02 00:38:05,6.5932,-0.7346,65.59,58,8,1.63
280,Sao Joao Da Barra,BR,2022-02-02 00:36:01,-21.6403,-41.0511,72.7,97,100,6.58
281,Kalemie,CD,2022-02-02 00:39:06,-5.9475,29.1947,71.08,85,100,4.16
282,Bubaque,GW,2022-02-02 00:39:07,11.2833,-15.8333,78.04,81,0,9.35
283,Mareeba,AU,2022-02-02 00:37:52,-17.0,145.4333,87.48,92,100,5.91
284,Krasnosilka,UA,2022-02-02 00:39:08,46.6226,30.7742,33.91,99,100,4.74
285,Luganville,VU,2022-02-02 00:39:09,-15.5333,167.1667,84.51,74,95,1.92
286,Ipoh,MY,2022-02-02 00:39:09,4.5841,101.0829,75.11,88,20,3.0
287,Belaya Gora,RU,2022-02-02 00:39:10,68.5333,146.4167,-17.61,97,100,3.44
288,Anadyr,RU,2022-02-02 00:39:11,64.75,177.4833,23.5,50,5,15.66
289,Strezhevoy,RU,2022-02-02 00:39:12,60.7333,77.5889,-5.82,100,99,3.51
290,Manoel Urbano,BR,2022-02-02 00:39:13,-8.8389,-69.2597,73.71,98,100,0.38
291,Pochutla,MX,2022-02-02 00:39:14,15.7432,-96.4661,80.42,71,0,6.91
292,Kolosovka,RU,2022-02-02 00:39:15,56.4678,73.611,2.59,100,100,6.04
293,Sao Filipe,CV,2022-02-02 00:36:02,14.8961,-24.4956,73.35,78,27,11.7
294,Bam,IR,2022-02-02 00:39:16,29.106,58.357,47.93,60,1,10.18
295,Tucuman,AR,2022-02-02 00:39:16,-26.8241,-65.2226,80.6,57,76,6.91
